SnapshotDate,StoreID,ProductID,OnHandQty,ReorderPoint
2025-04-01,4,156,147,41
2025-04-01,4,167,125,42
2025-04-01,4,65,55,52
2025-04-01,4,244,108,43
2025-04-01,4,33,90,27
2025-04-01,4,201,83,51
2025-04-01,4,154,100,45
2025-04-01,4,104,102,46
2025-04-01,4,121,118,42
2025-04-01,4,30,127,31
2025-04-01,4,56,120,40
2025-04-01,4,135,148,40
2025-04-01,4,245,131,40
2025-04-01,4,173,84,32
2025-04-01,4,64,76,22
2025-04-01,4,62,208,26
2025-04-01,4,128,198,34
2025-04-01,4,190,57,39
2025-04-01,4,72,77,37
2025-04-01,4,183,121,49
2025-04-01,4,189,66,36
2025-04-01,4,177,141,39
2025-04-01,4,86,89,46
2025-04-01,4,103,131,41
2025-04-01,4,179,107,44
2025-04-01,4,8,177,28
2025-04-01,4,137,93,37
2025-04-01,4,93,159,34
2025-04-01,4,174,164,41
2025-04-01,4,75,114,41
2025-04-01,4,47,106,47
2025-04-01,4,211,79,38
2025-04-01,4,89,65,36
2025-04-01,4,41,92,35
2025-04-01,4,119,146,43
2025-04-01,4,130,98,46
2025-04-01,4,171,120,32
2025-04-01,4,20,114,44
2025-04-01,4,26,139,47
2025-04-01,5,79,115,38
2025-04-01,5,201,127,40
2025-04-01,5,78,92,33
2025-04-01,5,140,147,43
2025-04-01,5,113,122,39
2025-04-01,5,129,93,32
2025-04-01,5,33,86,37
2025-04-01,5,71,97,43
2025-04-01,5,165,87,31
2025-04-01,5,70,165,31
2025-04-01,5,60,99,26
2025-04-01,5,76,103,35
2025-04-01,5,37,74,20
2025-04-01,5,184,125,40
2025-04-01,5,196,44,41
2025-04-01,5,11,118,38
2025-04-01,5,55,146,49
2025-04-01,5,127,133,48
2025-04-01,5,82,129,38
2025-04-01,5,122,125,40
2025-04-01,5,75,132,32
2025-04-01,5,19,138,51
2025-04-01,5,250,169,34
2025-04-01,5,80,129,34
2025-04-01,5,151,139,32
2025-04-01,5,135,120,29
2025-04-01,5,190,104,38
2025-04-01,5,1,55,44
2025-04-01,5,3,100,34
2025-04-01,5,36,113,48
2025-04-01,5,86,99,44
2025-04-01,5,57,105,37
2025-04-01,5,66,96,46
2025-04-01,5,62,121,41
2025-04-01,5,234,135,48
2025-04-01,5,198,192,36
2025-04-01,5,112,157,50
2025-04-01,5,111,114,35
2025-04-01,5,108,113,45
2025-04-01,5,179,123,35
2025-04-01,5,6,189,40
2025-04-01,5,87,85,38
2025-04-01,5,32,118,42
2025-04-01,5,61,104,38
2025-04-01,5,200,135,26
2025-04-01,5,105,145,43
2025-04-01,5,224,157,38
2025-04-01,5,219,133,43
2025-04-01,5,249,80,33
2025-04-01,5,152,108,32
2025-04-01,5,118,90,29
2025-04-01,5,103,132,18
2025-04-01,5,85,116,50
2025-04-01,5,49,112,39
2025-04-01,5,124,134,31
2025-04-01,5,192,122,58
2025-04-01,5,226,135,49
2025-04-01,5,240,100,52
2025-04-01,5,38,160,31
2025-04-01,5,88,132,37
2025-04-01,5,41,164,44
2025-04-01,5,223,116,46
2025-04-01,5,169,178,48
2025-04-01,5,104,102,37
2025-04-01,5,97,127,45
2025-04-01,5,24,95,37
2025-04-01,5,171,75,42
2025-04-01,5,81,86,43
2025-04-01,5,65,112,35
2025-04-01,5,14,123,53
2025-04-01,5,16,128,39
2025-04-01,5,109,80,25
2025-04-01,5,186,119,50
2025-04-01,5,10,130,40
2025-04-01,5,230,113,30
2025-04-01,5,217,177,42
2025-04-01,5,227,122,44
2025-04-01,5,149,166,37
2025-04-01,5,147,141,47
2025-04-01,5,42,124,46
2025-04-01,6,156,128,46
2025-04-01,6,224,116,51
2025-04-01,6,34,145,37
2025-04-01,6,116,91,45
2025-04-01,6,210,149,46
2025-04-01,6,186,166,42
2025-04-01,6,29,120,37
2025-04-01,6,231,148,46
2025-04-01,6,230,116,66
2025-04-01,6,237,99,54
2025-04-01,6,46,92,41
2025-04-01,6,117,126,30
2025-04-01,6,200,61,38
2025-04-01,6,126,91,47
2025-04-01,6,6,117,29
2025-04-01,6,53,130,39
2025-04-01,6,106,108,34
2025-04-01,6,128,56,43
2025-04-01,6,244,145,20
2025-04-01,6,219,123,26
2025-04-01,6,234,175,41
2025-04-01,6,196,164,31
2025-04-01,6,85,94,48
2025-04-01,6,111,120,41
2025-04-01,6,58,134,26
2025-04-01,6,172,92,51
2025-04-01,6,108,111,36
2025-04-01,6,232,124,42
2025-04-01,6,57,76,49
2025-04-01,6,38,119,43
2025-04-01,6,91,103,39
2025-04-01,6,180,84,36
2025-04-01,6,133,168,39
2025-04-01,6,218,114,27
2025-04-01,6,92,98,57
2025-04-01,6,215,94,43
2025-04-01,6,131,140,34
2025-04-01,6,176,102,46
2025-04-01,6,152,121,35
2025-04-01,6,246,130,36
2025-04-01,6,8,149,30
2025-04-01,6,35,86,44
2025-04-01,6,199,101,52
2025-04-01,6,101,94,27
2025-04-01,6,222,108,41
2025-04-01,6,187,105,41
2025-04-01,6,154,128,35
2025-04-01,6,19,189,53
2025-04-01,6,174,139,28
2025-04-01,6,188,79,37
2025-04-01,6,78,125,33
2025-04-01,6,229,154,46
2025-04-01,6,98,113,37
2025-04-01,6,146,188,23
2025-04-01,6,42,185,33
2025-04-01,6,94,175,39
2025-04-01,6,221,108,40
2025-04-01,6,52,118,45
2025-04-01,6,171,128,34
2025-04-01,6,164,131,45
2025-04-01,6,192,128,31
2025-04-01,6,33,75,34
2025-04-01,6,225,157,39
2025-04-01,6,69,143,37
2025-04-01,6,158,104,51
2025-04-01,6,238,127,31
2025-04-01,6,16,151,44
2025-04-01,6,48,120,27
2025-04-01,6,118,140,36
2025-04-01,6,194,133,20
2025-04-01,6,142,107,35
2025-04-01,6,90,136,27
2025-04-01,6,132,87,43
2025-04-01,6,67,150,41
2025-04-01,6,45,166,51
2025-04-01,6,25,147,50
2025-04-01,6,243,138,21
2025-04-01,6,59,96,35
2025-04-01,6,163,156,39
2025-04-01,6,179,94,38
2025-04-01,7,141,145,44
2025-04-01,7,76,129,50
2025-04-01,7,59,62,37
2025-04-01,7,112,148,49
2025-04-01,7,12,173,33
2025-04-01,7,19,135,30
2025-04-01,7,214,63,47
2025-04-01,7,32,120,38
2025-04-01,7,230,111,32
2025-04-01,7,42,162,37
2025-04-01,7,162,89,43
2025-04-01,7,161,147,34
2025-04-01,7,143,142,35
2025-04-01,7,224,146,33
2025-04-01,7,17,103,25
2025-04-01,7,192,111,35
2025-04-01,7,155,69,46
2025-04-01,7,60,148,43
2025-04-01,7,149,143,32
2025-04-01,7,194,121,38
2025-04-01,7,86,124,31
2025-04-01,7,78,117,26
2025-04-01,7,49,145,31
2025-04-01,7,249,139,51
2025-04-01,7,205,99,51
2025-04-01,7,207,177,32
2025-04-01,7,98,142,47
2025-04-01,7,30,149,44
2025-04-01,7,183,127,50
2025-04-01,7,231,103,45
2025-04-01,7,34,102,34
2025-04-01,7,176,134,41
2025-04-01,7,138,115,41
2025-04-01,7,113,112,36
2025-04-01,7,156,120,43
2025-04-01,7,232,99,38
2025-04-01,7,170,81,46
2025-04-01,7,96,133,39
2025-04-01,7,132,140,43
2025-04-01,7,21,127,32
2025-04-01,7,137,165,43
2025-04-01,7,123,57,39
2025-04-01,7,166,119,43
2025-04-01,7,36,118,38
2025-04-01,7,71,112,40
2025-04-01,7,152,145,29
2025-04-01,7,26,128,47
2025-04-01,7,37,159,39
2025-04-01,7,181,124,36
2025-04-01,7,186,107,41
2025-04-01,7,80,172,40
2025-04-01,7,83,194,49
2025-04-01,7,6,157,42
2025-04-01,7,218,182,29
2025-04-01,7,120,112,40
2025-04-01,7,92,79,36
2025-04-01,7,108,182,54
2025-04-01,7,187,114,35
2025-04-01,7,82,127,48
2025-04-01,7,239,83,50
2025-04-01,7,222,101,30
2025-04-01,7,2,106,41
2025-04-01,7,81,141,32
2025-04-01,7,204,104,31
2025-04-01,7,229,114,41
2025-04-01,7,88,89,52
2025-04-01,7,233,138,42
2025-04-01,7,107,161,44
2025-04-01,7,134,179,34
2025-04-01,7,94,66,48
2025-04-01,7,182,118,33
2025-04-01,7,215,177,20
2025-04-01,7,188,141,55
2025-04-01,7,208,72,35
2025-04-01,7,163,117,41
2025-04-01,7,111,111,31
2025-04-01,7,90,134,48
2025-04-01,7,238,126,50
2025-04-01,7,13,130,34
2025-04-01,7,165,114,32
2025-04-01,8,128,191,30
2025-04-01,8,220,59,44
2025-04-01,8,177,142,46
2025-04-01,8,40,138,37
2025-04-01,8,85,130,34
2025-04-01,8,69,99,31
2025-04-01,8,62,89,45
2025-04-01,8,154,126,30
2025-04-01,8,217,126,34
2025-04-01,8,127,174,34
2025-04-01,8,123,140,36
2025-04-01,8,223,100,44
2025-04-01,8,113,195,35
2025-04-01,8,241,107,35
2025-04-01,8,39,149,50
2025-04-01,8,58,134,28
2025-04-01,8,100,109,36
2025-04-01,8,222,149,42
2025-04-01,8,156,74,39
2025-04-01,8,101,124,38
2025-04-01,8,229,94,43
2025-04-01,8,189,119,51
2025-04-01,8,86,163,45
2025-04-01,8,59,95,41
2025-04-01,8,243,166,37
2025-04-01,8,134,110,55
2025-04-01,8,115,135,51
2025-04-01,8,94,116,44
2025-04-01,8,236,99,33
2025-04-01,8,7,127,26
2025-04-01,8,3,128,38
2025-04-01,8,24,91,49
2025-04-01,8,132,101,37
2025-04-01,8,194,105,39
2025-04-01,8,186,193,23
2025-04-01,8,114,142,39
2025-04-01,8,142,125,33
2025-04-01,8,157,84,44
2025-04-01,8,65,139,36
2025-04-01,8,67,79,42
2025-04-01,8,29,149,30
2025-04-01,8,45,26,28
2025-04-01,8,46,146,37
2025-04-01,8,51,48,39
2025-04-01,8,42,84,49
2025-04-01,8,226,123,45
2025-04-01,8,173,100,37
2025-04-01,8,73,138,39
2025-04-01,8,14,102,43
2025-04-01,8,75,137,33
2025-04-01,8,6,139,44
2025-04-01,8,119,102,57
2025-04-01,8,82,91,40
2025-04-01,8,60,95,49
2025-04-01,8,96,48,36
2025-04-01,8,15,122,43
2025-04-01,8,117,145,16
2025-04-01,8,18,149,34
2025-04-01,8,196,147,32
2025-04-01,8,138,78,26
2025-04-01,8,17,126,37
2025-04-01,8,148,73,43
2025-04-01,8,215,155,27
2025-04-01,8,32,95,48
2025-04-01,8,147,133,46
2025-04-01,8,167,131,34
2025-04-01,8,68,83,35
2025-04-01,8,151,65,24
2025-04-01,8,182,127,43
2025-04-01,8,48,78,27
2025-04-01,8,19,145,37
2025-04-01,8,250,145,30
2025-04-01,8,11,71,38
2025-04-01,8,171,162,39
2025-04-01,8,56,82,35
2025-04-01,8,227,127,47
2025-04-01,8,191,95,48
2025-04-01,8,162,110,35
2025-04-01,8,90,93,37
2025-04-01,8,55,97,55
2025-04-01,9,232,159,35
2025-04-01,9,237,90,40
2025-04-01,9,194,125,31
2025-04-01,9,201,111,33
2025-04-01,9,89,106,49
2025-04-01,9,29,162,30
2025-04-01,9,174,125,46
2025-04-01,9,127,183,40
2025-04-01,9,213,155,32
2025-04-01,9,13,144,43
2025-04-01,9,186,154,49
2025-04-01,9,6,122,26
2025-04-01,9,172,115,57
2025-04-01,9,52,128,41
2025-04-01,9,3,121,39
2025-04-01,9,179,130,44
2025-04-01,9,27,181,49
2025-04-01,9,65,126,42
2025-04-01,9,158,72,36
2025-04-01,9,84,108,49
2025-04-01,9,223,89,19
2025-04-01,9,33,105,40
2025-04-01,9,86,178,36
2025-04-01,9,198,104,22
2025-04-01,9,216,143,37
2025-04-01,9,114,125,38
2025-04-01,9,67,141,50
2025-04-01,9,108,125,34
2025-04-01,9,16,107,29
2025-04-01,9,68,92,44
2025-04-01,9,236,152,41
2025-04-01,9,21,151,34
2025-04-01,9,19,144,45
2025-04-01,9,92,119,51
2025-04-01,9,187,113,51
2025-04-01,9,192,131,41
2025-04-01,9,25,106,42
2025-04-01,9,219,118,45
2025-04-01,9,102,165,41
2025-04-01,9,209,166,44
2025-04-01,9,69,100,42
2025-04-01,9,32,111,45
2025-04-01,9,227,113,50
2025-04-01,9,37,111,38
2025-04-01,9,207,104,44
2025-04-01,9,107,168,42
2025-04-01,9,142,143,46
2025-04-01,9,230,140,38
2025-04-01,9,243,115,33
2025-04-01,9,91,147,55
2025-04-01,9,157,72,43
2025-04-01,9,246,96,50
2025-04-01,9,136,119,44
2025-04-01,9,41,125,41
2025-04-01,9,82,131,42
2025-04-01,9,58,131,36
2025-04-01,9,11,92,42
2025-04-01,9,40,143,32
2025-04-01,9,164,151,29
2025-04-01,9,150,117,30
2025-04-01,9,125,156,39
2025-04-01,9,105,79,38
2025-04-01,9,133,132,44
2025-04-01,9,210,101,36
2025-04-01,9,193,137,54
2025-04-01,9,212,180,36
2025-04-01,9,119,100,47
2025-04-01,9,166,168,45
2025-04-01,9,63,124,37
2025-04-01,9,163,135,32
2025-04-01,9,129,105,41
2025-04-01,9,128,117,41
2025-04-01,9,145,152,37
2025-04-01,9,122,96,39
2025-04-01,9,141,104,35
2025-04-01,9,7,133,52
2025-04-01,9,1,139,43
2025-04-01,9,229,118,40
2025-04-01,9,49,149,48
2025-04-01,9,117,101,44
2025-04-01,10,26,130,36
2025-04-01,10,221,123,37
2025-04-01,10,162,140,42
2025-04-01,10,205,171,48
2025-04-01,10,151,151,41
2025-04-01,10,84,123,34
2025-04-01,10,81,121,48
2025-04-01,10,139,122,43
2025-04-01,10,146,161,39
2025-04-01,10,241,72,43
2025-04-01,10,8,156,32
2025-04-01,10,211,105,25
2025-04-01,10,61,112,46
2025-04-01,10,30,94,46
2025-04-01,10,186,111,44
2025-04-01,10,90,97,32
2025-04-01,10,137,155,31
2025-04-01,10,216,107,43
2025-04-01,10,232,141,30
2025-04-01,10,145,165,35
2025-04-01,10,230,131,33
2025-04-01,10,98,120,40
2025-04-01,10,147,125,45
2025-04-01,10,7,155,38
2025-04-01,10,123,120,49
2025-04-01,10,161,151,39
2025-04-01,10,53,95,37
2025-04-01,10,141,197,49
2025-04-01,10,120,109,36
2025-04-01,10,247,117,45
2025-04-01,10,55,113,36
2025-04-01,10,36,147,29
2025-04-01,10,179,125,45
2025-04-01,10,122,126,31
2025-04-01,10,128,124,39
2025-04-01,10,74,50,40
2025-04-01,10,170,123,53
2025-04-01,10,124,148,45
2025-04-01,10,225,110,53
2025-04-01,10,103,131,36
2025-04-01,10,127,98,31
2025-04-01,10,223,74,28
2025-04-01,10,180,135,41
2025-04-01,10,59,105,28
2025-04-01,10,208,111,30
2025-04-01,10,213,70,35
2025-04-01,10,117,132,29
2025-04-01,10,248,145,46
2025-04-01,10,129,112,46
2025-04-01,10,203,146,42
2025-04-01,10,9,81,46
2025-04-01,10,96,94,36
2025-04-01,10,239,131,37
2025-04-01,10,249,154,40
2025-04-01,10,206,131,38
2025-04-01,10,126,112,42
2025-04-01,10,67,177,44
2025-04-01,10,111,140,29
2025-04-01,10,201,124,41
2025-04-01,10,167,79,37
2025-04-01,10,189,140,48
2025-04-01,10,163,115,37
2025-04-01,10,68,161,29
2025-04-01,10,32,132,41
2025-04-01,10,237,125,38
2025-04-01,10,182,110,40
2025-04-01,10,231,122,52
2025-04-01,10,27,114,33
2025-04-01,10,169,170,45
2025-04-01,10,100,109,27
2025-04-01,10,176,69,36
2025-04-01,10,199,161,31
2025-04-01,10,86,86,32
2025-04-01,10,52,124,40
2025-04-01,10,234,77,42
2025-04-01,10,6,145,42
2025-04-01,10,172,170,45
2025-04-01,10,133,127,35
2025-04-01,10,48,108,32
2025-04-01,10,88,146,41
2025-04-01,11,224,178,21
2025-04-01,11,107,152,47
2025-04-01,11,47,129,55
2025-04-01,11,17,95,44
2025-04-01,11,200,144,29
2025-04-01,11,151,114,41
2025-04-01,11,221,118,25
2025-04-01,11,202,68,22
2025-04-01,11,227,117,22
2025-04-01,11,87,123,33
2025-04-01,11,156,136,41
2025-04-01,11,3,103,41
2025-04-01,11,37,136,49
2025-04-01,11,250,129,39
2025-04-01,11,84,124,42
2025-04-01,11,153,149,40
2025-04-01,11,204,104,47
2025-04-01,11,214,96,32
2025-04-01,11,175,121,31
2025-04-01,11,78,153,58
2025-04-01,11,118,115,44
2025-04-01,11,242,161,40
2025-04-01,11,218,136,41
2025-04-01,11,176,107,44
2025-04-01,11,13,137,43
2025-04-01,11,126,83,32
2025-04-01,11,225,141,36
2025-04-01,11,144,98,43
2025-04-01,11,106,92,33
2025-04-01,11,159,115,40
2025-04-01,11,236,100,44
2025-04-01,11,41,136,52
2025-04-01,11,123,101,47
2025-04-01,11,79,142,44
2025-04-01,11,35,168,41
2025-04-01,11,125,117,37
2025-04-01,11,191,109,26
2025-04-01,11,120,130,42
2025-04-01,11,219,89,39
2025-04-01,11,54,86,35
2025-04-01,11,27,115,45
2025-04-01,11,220,41,31
2025-04-01,11,112,107,44
2025-04-01,11,57,128,45
2025-04-01,11,69,137,44
2025-04-01,11,59,74,40
2025-04-01,11,34,68,42
2025-04-01,11,128,85,37
2025-04-01,11,75,62,42
2025-04-01,11,15,72,23
2025-04-01,11,240,128,35
2025-04-01,11,7,112,34
2025-04-01,11,113,68,38
2025-04-01,11,83,122,40
2025-04-01,11,193,97,37
2025-04-01,11,136,116,37
2025-04-01,11,205,135,49
2025-04-01,11,182,77,40
2025-04-01,11,91,115,43
2025-04-01,11,138,116,52
2025-04-01,11,8,109,36
2025-04-01,11,226,100,41
2025-04-01,11,167,130,57
2025-04-01,11,117,110,51
2025-04-01,11,71,139,54
2025-04-01,11,190,175,39
2025-04-01,11,150,84,30
2025-04-01,11,199,83,43
2025-04-01,11,237,158,43
2025-04-01,11,86,74,48
2025-04-01,11,131,88,42
2025-04-01,11,231,105,43
2025-04-01,11,50,172,36
2025-04-01,11,97,126,43
2025-04-01,11,65,148,45
2025-04-01,11,6,130,41
2025-04-01,11,186,108,41
2025-04-01,11,132,124,21
2025-04-01,11,234,108,41
2025-04-01,11,22,123,38
2025-04-01,12,6,165,46
2025-04-01,12,12,88,35
2025-04-01,12,107,32,21
2025-04-01,12,114,168,41
2025-04-01,12,80,72,43
2025-04-01,12,61,94,37
2025-04-01,12,4,148,29
2025-04-01,12,94,161,28
2025-04-01,12,138,97,51
2025-04-01,12,175,138,33
2025-04-01,12,206,112,33
2025-04-01,12,158,120,32
2025-04-01,12,147,151,46
2025-04-01,12,115,86,29
2025-04-01,12,24,121,29
2025-04-01,12,39,128,34
2025-04-01,12,128,110,21
2025-04-01,12,76,123,49
2025-04-01,12,74,130,43
2025-04-01,12,195,107,35
2025-04-01,12,168,150,46
2025-04-01,12,203,122,51
2025-04-01,12,244,145,51
2025-04-01,12,126,102,40
2025-04-01,12,98,154,57
2025-04-01,12,202,123,22
2025-04-01,12,66,130,47
2025-04-01,12,187,144,30
2025-04-01,12,223,107,43
2025-04-01,12,49,156,36
2025-04-01,12,73,92,35
2025-04-01,12,16,125,43
2025-04-01,12,156,119,36
2025-04-01,12,216,103,43
2025-04-01,12,178,170,54
2025-04-01,12,125,65,45
2025-04-01,12,201,158,39
2025-04-01,12,92,121,47
2025-04-01,12,144,142,36
2025-04-01,12,113,125,46
2025-04-01,12,154,98,39
2025-04-01,12,9,99,44
2025-04-01,12,123,129,32
2025-04-01,12,238,116,30
2025-04-01,12,13,128,32
2025-04-01,12,249,164,29
2025-04-01,12,57,85,41
2025-04-01,12,26,114,39
