TransactionID,CustomerID,TransactionDate,ProductID,Quantity,Amount,StoreID
105,416,2024-09-18 14:39:12,71,1,454.74,38
106,76,2023-11-17 07:49:34,195,4,416.64,41
107,129,2024-09-09 00:29:25,173,5,421.8,2
108,957,2024-04-10 11:37:36,282,4,234.41,37
109,443,2024-04-12 12:12:41,244,2,307.34,13
110,167,2025-01-23 06:16:55,339,2,446.4,39
111,458,2024-08-05 08:48:31,318,4,86.86,7
112,801,2025-01-28 06:49:37,31,3,197.23,24
113,698,2025-07-27 20:09:13,245,1,301.47,38
114,139,2025-07-01 12:52:15,284,2,375.58,24
115,212,2025-03-03 03:52:09,87,3,278.41,30
116,900,2024-09-05 15:06:05,444,2,187.31,39
117,515,2025-07-11 05:44:14,337,2,471.6,40
118,757,2025-02-23 21:43:55,60,3,121.09,18
119,550,2024-03-09 14:03:58,23,3,165.46,45
120,919,2024-11-05 11:25:39,428,3,404.26,40
121,36,2024-09-15 16:44:50,153,2,82.56,6
122,602,2024-09-06 20:47:53,493,2,421.32,23
123,317,2025-02-19 15:16:49,379,5,41.79,42
124,883,2024-07-24 02:28:46,8,1,75.41,18
125,309,2025-05-29 01:31:07,181,3,189.21,6
126,346,2023-09-22 19:22:50,260,4,261.99,38
127,527,2025-04-19 01:32:41,337,4,302.91,50
128,157,2023-12-24 04:13:12,461,5,169.93,29
129,315,2025-01-15 17:01:35,490,3,452.42,12
130,545,2025-02-22 09:25:09,257,5,114.71,50
131,235,2025-04-18 12:27:43,377,2,307.59,28
132,879,2024-09-18 03:17:43,305,3,467.95,14
133,404,2024-07-07 12:39:03,2,4,240.05,34
134,887,2023-10-03 00:55:36,460,2,462.04,40
135,104,2023-11-04 12:36:22,370,5,163.02,9
136,119,2025-01-01 13:28:37,309,5,64.61,29
137,911,2025-08-10 15:39:18,99,1,455.2,6
138,980,2024-03-21 20:11:13,485,1,341.95,32
139,465,2025-05-17 17:35:54,165,2,149.15,13
140,506,2025-07-23 11:24:27,60,1,387.77,26
141,856,2024-10-22 12:44:40,358,1,281.76,15
142,311,2024-03-23 19:11:00,297,1,402.23,22
143,808,2024-10-07 00:39:33,483,4,398.87,50
144,417,2024-07-18 00:27:57,392,1,405.03,34
145,31,2024-03-05 23:06:33,81,4,465.56,30
146,700,2024-10-31 03:44:10,63,4,148.02,43
147,695,2024-01-09 10:22:38,485,4,54.34,22
148,555,2024-12-14 02:38:56,329,2,74.35,33
149,588,2025-04-11 22:08:45,449,1,303.12,36
150,591,2023-12-25 01:15:26,289,5,118.22,8
151,519,2025-04-08 13:07:21,465,2,376.56,30
152,664,2024-03-15 17:03:17,149,2,142.56,10
153,687,2025-05-29 05:07:20,349,5,104.63,33
154,753,2024-02-12 08:53:27,215,4,245.51,6
155,66,2024-02-12 00:39:24,91,5,30.32,31
156,314,2024-05-15 08:11:35,113,5,155.31,20
157,832,2024-11-13 12:55:59,339,5,186.16,26
158,442,2024-06-14 11:58:55,440,4,72.98,27
159,731,2024-03-12 07:50:08,460,5,499.67,30
160,332,2024-10-28 22:01:48,275,1,306.82,49
161,388,2025-06-13 00:01:24,75,5,40.17,28
162,95,2024-09-03 16:18:41,182,2,53.36,5
163,233,2024-09-03 00:07:54,349,3,136.36,45
164,600,2025-06-03 21:14:13,20,2,379.2,45
165,798,2025-07-02 05:57:09,73,3,37.2,25
166,606,2025-05-23 00:03:34,172,5,52.05,18
167,764,2024-08-26 11:17:45,436,2,353.97,19
168,50,2025-05-11 04:30:47,450,5,267.96,24
169,333,2024-10-06 08:08:07,293,2,458.88,32
170,518,2024-07-13 12:10:16,414,4,141.69,15
171,281,2024-11-07 01:20:28,143,3,216.68,31
172,897,2024-06-17 23:07:26,302,4,367.65,7
173,459,2025-01-27 07:45:16,112,1,96.8,33
174,473,2024-08-18 19:07:15,237,4,76.73,1
175,21,2023-09-21 14:33:47,53,3,327.52,33
176,257,2024-10-13 01:01:20,398,2,421.22,48
177,408,2024-05-03 22:57:33,454,4,33.93,49
178,760,2023-11-25 19:17:16,270,5,235.32,13
179,583,2025-07-25 16:24:59,152,3,192.71,12
180,541,2024-01-25 18:28:40,445,5,207.2,37
181,60,2024-02-14 05:06:57,268,1,331.06,34
182,500,2024-11-19 02:56:04,1,4,337.57,9
183,401,2024-06-04 02:01:08,230,5,339.85,20
184,626,2024-05-16 11:30:31,495,5,396.1,6
185,857,2025-04-18 13:06:11,473,4,164.37,3
186,55,2024-05-17 19:39:22,150,3,296.27,9
187,598,2023-11-04 03:15:51,395,2,149.13,47
188,230,2025-08-10 06:50:09,487,3,391.85,8
189,560,2024-10-12 09:41:51,251,2,155.72,28
190,208,2024-01-18 18:56:03,75,5,474.61,15
191,995,2024-08-28 05:28:28,243,4,418.96,29
192,433,2025-05-01 01:22:25,91,2,40.5,9
193,740,2024-11-18 04:46:10,11,1,376.39,44
194,907,2024-06-24 15:06:22,215,4,257.13,49
195,75,2024-12-11 22:26:23,57,5,482.08,1
196,462,2023-09-16 04:38:54,74,1,69.16,21
197,294,2025-01-05 04:27:18,170,4,451.23,33
198,417,2025-08-04 12:36:58,77,1,210.99,45
199,483,2024-12-16 02:02:09,298,5,360.92,40
200,678,2024-10-15 21:50:53,319,3,481.91,3
201,338,2025-08-15 07:37:23,112,3,287.75,2
202,390,2025-03-10 04:11:01,321,2,367.27,7
203,234,2023-12-19 17:03:34,6,4,196.0,13
204,249,2025-08-20 09:07:33,16,4,339.23,39
205,664,2023-11-03 18:05:05,354,1,181.4,1
206,107,2024-10-06 10:50:24,217,4,277.64,37
207,901,2025-01-05 19:22:31,216,2,211.44,6
208,493,2024-02-02 04:36:56,154,4,72.13,24
209,30,2024-11-01 21:03:47,463,2,473.92,21
210,100,2025-01-27 17:12:17,143,5,85.37,7
211,245,2023-08-21 07:39:13,130,4,446.96,22
212,880,2025-07-13 08:57:22,157,5,145.58,16
213,779,2024-09-25 09:23:57,499,4,73.15,6
214,801,2024-04-26 02:17:13,266,2,497.83,29
215,492,2024-07-05 16:49:54,249,1,356.25,16
216,508,2024-11-18 13:35:04,290,1,308.74,41
217,75,2023-09-21 23:24:55,191,3,193.71,9
218,895,2024-12-28 21:31:41,189,2,428.35,31
219,824,2024-09-09 06:53:01,201,4,468.6,19
220,126,2025-03-25 19:21:53,66,5,397.39,40
221,900,2024-04-19 01:12:06,37,5,319.67,23
222,565,2025-07-16 02:48:45,282,2,156.88,25
223,745,2023-10-22 05:28:13,17,1,244.84,50
224,239,2025-04-25 09:50:12,6,4,393.93,45
225,410,2024-04-15 21:08:47,425,1,356.68,26
226,905,2023-11-19 16:44:59,64,2,97.32,13
227,543,2024-08-20 19:24:32,101,3,396.88,42
228,456,2025-03-23 06:39:59,156,2,388.87,18
229,158,2025-03-14 14:03:58,168,4,372.21,4
230,659,2025-04-30 00:23:35,74,3,50.9,12
231,885,2024-03-07 00:52:29,192,4,354.53,37
232,189,2024-01-10 04:31:03,492,1,87.64,7
233,282,2025-01-03 18:03:41,380,2,321.04,2
234,740,2024-09-18 01:14:48,462,3,30.56,45
235,440,2024-11-19 07:04:15,332,4,266.81,43
236,606,2024-08-20 02:18:20,456,4,23.9,30
237,583,2024-06-02 15:08:32,405,5,195.77,40
238,883,2025-01-03 00:44:04,484,1,338.06,17
239,866,2024-09-03 19:30:12,337,4,486.02,30
240,154,2025-01-13 08:06:07,40,1,135.76,23
241,662,2023-11-08 02:16:46,447,4,382.24,40
242,651,2025-06-07 02:44:52,291,5,393.45,33
243,570,2024-11-07 15:28:07,83,4,394.89,17
244,694,2024-12-22 15:33:59,231,4,304.73,21
245,290,2024-07-16 09:50:55,124,1,15.03,36
246,483,2024-02-08 07:46:18,155,1,105.3,41
247,146,2024-08-19 07:51:21,477,4,282.79,11
248,164,2024-07-29 15:04:33,85,1,360.72,3
249,97,2024-12-17 06:39:15,385,5,445.49,50
250,48,2024-07-10 23:10:53,149,5,204.13,8
251,10,2025-03-05 18:33:03,353,2,419.12,38
252,27,2023-11-28 22:02:53,376,1,150.04,12
253,650,2024-10-29 18:12:26,308,3,82.97,22
254,552,2024-06-25 04:20:14,102,2,124.18,32
255,706,2023-09-30 01:40:39,180,2,499.01,33
256,346,2025-04-21 05:53:07,177,1,177.54,34
257,313,2025-04-26 14:36:32,163,3,301.35,19
258,652,2025-04-11 19:58:21,42,5,423.03,28
259,592,2025-03-27 02:06:08,205,3,445.47,20
260,516,2024-07-17 01:04:50,393,3,369.66,13
261,28,2024-01-09 07:05:48,56,2,340.67,2
262,511,2023-09-26 16:51:36,288,3,482.89,13
263,385,2024-11-04 18:51:58,69,1,444.88,37
264,363,2024-07-07 01:21:03,2,1,321.72,11
265,303,2023-12-04 11:49:55,102,1,209.19,7
266,242,2024-07-29 12:30:08,370,4,307.38,3
267,536,2025-05-03 13:47:08,389,3,146.86,45
268,740,2024-05-20 01:08:48,48,3,412.48,3
269,527,2025-03-22 04:38:14,24,1,129.01,50
270,664,2024-02-29 16:20:52,449,2,376.04,6
271,313,2025-08-10 07:23:03,347,1,404.49,26
272,570,2024-02-13 00:30:57,91,2,178.58,15
273,989,2025-06-23 05:59:56,384,3,316.49,32
274,417,2025-08-05 07:45:08,36,2,389.27,48
275,883,2024-04-16 01:58:49,494,3,200.7,29
276,444,2024-07-02 01:52:53,62,4,441.31,16
277,463,2025-02-08 02:24:57,229,4,35.46,17
278,45,2023-11-03 03:49:10,137,1,187.66,29
279,183,2025-04-26 02:17:47,232,4,323.5,3
280,995,2024-06-24 03:53:26,402,1,396.85,8
281,338,2025-03-08 04:40:36,35,1,406.8,19
282,331,2025-05-19 22:23:14,38,4,384.35,36
283,347,2024-08-15 13:01:14,84,3,320.68,29
284,94,2023-09-24 20:19:42,268,2,133.09,47
285,737,2025-07-11 05:11:09,186,4,301.1,3
286,187,2025-01-19 00:50:00,205,4,352.32,22
287,752,2025-06-05 09:24:48,434,2,43.9,31
288,608,2025-01-31 15:52:26,83,1,473.38,35
289,225,2025-08-05 16:09:39,330,3,419.55,15
290,444,2024-01-20 17:58:45,70,2,235.48,13
291,705,2025-02-19 11:12:30,346,1,378.76,24
292,132,2023-11-25 01:05:45,181,5,142.13,28
293,543,2025-01-30 06:11:47,5,4,492.9,9
294,248,2023-12-01 19:14:14,46,3,338.14,27
295,950,2024-12-30 07:44:49,155,1,13.4,36
296,163,2024-01-08 22:08:20,419,4,21.9,10
297,340,2025-06-18 12:44:21,375,5,349.38,39
298,155,2024-10-28 03:03:29,124,2,200.13,39
299,783,2024-08-31 22:26:24,425,2,19.82,27
300,675,2024-05-14 12:04:14,440,5,390.14,10
301,954,2025-03-08 09:36:50,22,1,47.51,33
302,384,2024-09-03 20:13:36,405,5,244.33,46
303,4,2025-01-04 14:11:58,499,1,288.02,8
304,929,2025-02-07 16:27:53,320,5,400.46,15
305,50,2023-12-29 00:08:25,272,4,237.31,25
306,251,2024-01-18 12:20:37,434,1,169.21,29
307,350,2025-05-18 18:16:21,175,4,150.31,17
308,947,2023-09-08 09:09:03,374,5,293.2,6
309,843,2024-03-29 20:19:03,151,4,299.78,9
310,126,2024-05-21 19:01:03,355,2,175.12,43
311,440,2024-04-29 03:48:14,470,3,80.12,18
312,563,2023-11-03 04:59:14,61,4,407.45,39
313,896,2023-12-08 04:18:58,146,2,247.43,50
314,702,2025-07-26 17:27:29,231,3,191.61,15
315,391,2024-03-02 23:29:44,378,1,492.68,23
316,285,2024-05-08 17:39:07,289,1,259.12,6
317,181,2023-12-11 14:33:50,67,3,292.0,9
318,940,2024-05-31 19:29:52,435,2,216.9,10
319,729,2024-11-20 12:53:54,65,3,219.75,28
320,792,2024-11-20 03:47:21,347,4,362.74,25
321,994,2025-01-29 21:26:59,495,3,332.22,31
322,1000,2025-07-28 03:50:23,282,3,126.83,15
323,417,2025-07-12 04:06:45,368,2,477.41,44
324,929,2023-08-29 04:23:58,485,3,353.4,37
325,177,2023-10-02 17:01:53,478,3,305.72,47
326,792,2025-05-10 02:52:16,59,4,281.09,34
327,525,2023-10-15 21:01:35,78,5,387.87,5
328,936,2025-01-30 08:21:23,278,1,81.99,11
329,724,2025-07-19 21:01:50,396,3,152.53,23
330,801,2024-09-08 02:06:18,474,3,50.0,20
331,615,2023-10-04 20:00:19,201,1,60.54,5
332,878,2023-12-05 14:33:10,363,1,462.37,9
333,887,2024-06-18 05:18:36,106,3,285.41,21
334,2,2024-12-21 21:01:52,140,1,116.73,9
335,810,2024-06-18 09:14:18,174,4,323.82,19
336,575,2025-02-04 09:36:08,169,4,73.71,47
337,308,2024-07-10 05:02:55,110,5,174.35,6
338,188,2023-11-25 18:03:49,172,2,107.61,47
339,840,2024-03-02 17:59:22,55,5,241.55,10
340,305,2025-01-30 14:58:06,201,2,324.59,39
341,955,2024-07-16 12:24:27,133,3,470.8,33
342,539,2025-04-29 18:28:32,55,4,315.24,9
343,831,2023-12-17 01:25:59,425,2,171.14,48
344,554,2024-01-18 08:15:50,299,2,444.99,47
345,455,2024-08-31 01:39:55,315,5,39.42,45
346,616,2023-10-13 16:04:49,3,3,405.38,33
347,972,2025-06-29 08:19:55,74,2,386.9,50
348,840,2024-11-19 16:01:55,431,2,100.72,40
349,642,2023-12-25 21:58:15,142,1,408.64,21
350,487,2024-01-25 02:42:58,394,2,79.05,21
351,649,2024-10-05 15:15:21,327,3,252.26,48
352,686,2023-12-17 11:18:00,59,3,359.35,32
353,341,2024-01-15 09:11:37,238,5,211.63,24
354,832,2025-07-18 20:18:57,223,4,160.38,46
355,138,2024-09-29 17:01:16,33,1,326.36,33
356,948,2025-01-09 01:29:16,11,4,495.2,29
357,75,2025-06-08 20:10:45,221,2,213.21,35
358,95,2024-07-12 03:51:44,2,3,32.77,11
359,952,2024-10-13 02:56:47,374,2,354.87,30
360,688,2025-01-04 03:15:40,291,5,392.34,47
361,627,2024-12-02 02:53:12,473,5,165.47,47
362,305,2024-09-03 18:46:28,33,4,490.74,46
363,679,2024-02-25 10:45:02,224,1,164.54,37
364,943,2024-12-17 21:03:56,467,2,99.56,38
365,192,2024-03-25 22:59:34,402,4,79.18,33
366,402,2024-05-05 07:34:32,478,1,266.0,30
367,243,2024-12-03 07:32:22,5,1,269.98,40
368,951,2025-05-19 20:43:14,428,4,334.08,44
369,101,2024-09-14 01:48:44,222,1,308.37,21
370,547,2025-06-18 08:10:02,327,1,489.24,46
371,14,2024-10-17 02:59:02,120,2,67.62,1
372,630,2025-03-09 18:28:09,149,3,64.43,22
373,712,2024-04-10 14:27:31,293,3,70.34,16
374,789,2024-05-24 18:02:56,317,1,499.77,49
375,442,2025-08-19 09:30:59,247,1,442.67,49
376,8,2025-03-30 10:34:12,113,4,402.36,38
377,394,2025-07-01 23:50:45,275,4,78.05,26
378,67,2024-07-07 08:52:49,46,1,167.04,34
379,243,2023-10-27 05:52:16,108,2,267.71,45
380,76,2023-12-19 17:18:05,48,3,23.65,11
381,641,2025-02-24 09:52:45,369,3,151.52,9
382,220,2024-01-10 17:06:27,19,3,274.46,10
383,875,2025-01-24 13:33:04,200,2,485.56,32
384,952,2024-10-27 01:12:45,151,4,24.16,2
385,347,2025-02-28 02:11:13,380,2,465.83,16
386,804,2024-12-19 14:59:30,64,4,179.95,19
387,836,2024-01-30 12:50:06,30,3,269.53,2
388,330,2023-10-03 00:52:09,329,1,93.42,21
389,744,2025-07-14 19:43:11,212,1,418.18,13
390,87,2023-11-16 16:29:18,495,4,256.38,2
391,498,2025-05-27 01:20:27,60,4,370.2,47
392,230,2025-04-04 15:22:09,394,1,115.96,2
393,720,2025-01-05 00:05:57,338,5,13.82,33
394,543,2023-08-22 04:55:57,407,2,347.99,15
395,224,2024-10-27 10:25:14,248,4,222.88,50
396,935,2025-06-30 23:49:33,244,2,22.1,3
397,645,2024-06-02 18:12:04,297,1,233.63,11
398,756,2023-10-03 03:46:48,319,3,460.2,5
399,448,2025-01-11 11:56:53,8,3,10.74,23
400,53,2025-04-07 07:37:11,263,3,278.63,19
401,671,2024-01-29 14:06:26,93,3,181.88,27
402,212,2024-08-17 05:21:55,87,5,113.29,25
403,772,2024-02-17 05:21:45,22,3,325.73,10
404,983,2024-11-05 01:29:31,233,5,280.19,46
405,289,2025-01-24 21:18:26,374,4,181.17,14
406,920,2024-11-29 13:41:32,399,1,366.71,30
407,991,2025-03-06 20:12:03,260,5,450.47,24
408,601,2025-04-11 00:56:01,128,4,307.7,37
409,114,2024-09-25 21:16:33,75,2,393.16,1
410,766,2023-12-14 11:57:39,474,1,220.55,6
411,861,2024-06-30 06:41:17,251,2,354.25,39
412,587,2025-01-02 20:07:46,345,5,357.94,35
413,283,2024-02-11 09:33:52,356,5,212.06,44
414,914,2024-06-18 23:26:40,158,4,38.61,15
415,347,2025-01-14 07:56:01,129,5,249.01,41
416,554,2023-12-23 00:01:09,252,4,353.49,7
417,857,2024-07-29 21:51:54,468,1,45.11,45
418,776,2025-02-14 14:25:57,109,2,137.12,14
419,863,2025-01-20 08:58:01,289,4,434.03,42
420,832,2024-04-14 03:21:00,238,3,365.2,17
421,532,2025-02-13 20:48:49,456,4,129.97,8
422,771,2025-06-09 11:38:14,187,5,55.76,19
423,970,2024-07-08 04:24:01,324,2,293.05,43
424,780,2025-06-12 06:47:08,265,5,84.6,38
425,63,2024-04-12 19:41:46,145,1,161.79,6
426,839,2024-12-04 14:37:54,498,2,158.52,21
427,805,2025-03-07 13:54:15,224,1,346.8,21
428,281,2025-06-18 11:24:00,194,4,366.72,42
429,477,2024-02-08 09:52:12,41,2,388.09,13
430,240,2024-07-02 00:15:29,239,2,44.58,16
431,704,2024-08-18 15:26:39,133,2,477.52,18
432,537,2025-06-05 13:17:56,44,1,302.74,37
433,631,2024-06-29 09:34:55,227,2,57.1,10
434,955,2024-12-30 09:46:56,492,1,75.38,18
435,972,2024-07-23 14:26:31,387,2,377.77,23
436,968,2024-07-05 02:34:50,213,2,159.43,12
437,595,2023-12-01 12:11:45,455,4,112.57,36
438,697,2024-07-05 16:09:09,106,1,353.24,41
439,290,2024-11-04 04:17:54,473,1,328.96,41
440,770,2024-06-25 10:27:14,190,4,298.87,9
441,404,2024-07-24 02:22:15,303,2,401.97,9
442,724,2023-09-22 00:38:49,159,5,466.37,13
443,601,2025-07-14 21:07:59,325,1,283.25,9
444,998,2024-01-28 08:45:47,166,4,182.72,29
445,299,2024-05-05 00:04:03,191,3,283.57,2
446,2,2025-06-30 17:33:58,377,4,103.58,13
447,82,2023-09-21 06:51:38,156,3,299.95,6
448,581,2024-01-27 11:13:08,1,1,298.65,4
449,993,2023-09-07 19:50:01,360,5,34.96,34
450,918,2024-08-17 17:16:17,233,2,393.12,14
451,51,2025-05-11 06:34:47,124,2,98.85,36
452,330,2023-10-07 14:58:52,303,1,152.69,46
453,580,2024-01-14 01:44:56,199,2,423.03,7
454,504,2025-07-13 08:23:55,396,1,95.24,42
455,363,2024-06-01 22:24:37,379,3,351.86,35
456,84,2025-06-09 07:48:19,97,5,400.73,50
457,880,2024-04-23 02:14:44,57,5,14.31,31
458,694,2025-06-02 00:26:46,83,5,224.9,42
459,611,2024-12-08 11:30:21,432,1,435.43,32
460,377,2024-02-04 03:13:16,58,5,434.43,6
461,594,2024-12-19 23:06:07,221,5,145.62,16
462,915,2024-01-18 20:23:17,461,1,379.5,4
463,713,2025-03-31 13:44:57,378,5,67.21,47
464,374,2024-10-27 18:27:37,235,1,24.58,22
465,742,2025-03-21 23:02:21,205,5,157.0,1
466,113,2024-05-08 22:19:19,113,4,214.18,9
467,548,2023-12-29 22:31:38,138,2,446.42,8
468,955,2024-12-12 23:03:05,50,2,494.63,23
469,279,2024-07-12 11:07:37,137,5,455.23,41
470,792,2024-12-25 12:25:29,448,2,117.79,13
471,409,2025-03-02 15:08:44,62,5,483.76,38
472,660,2024-05-14 02:16:33,368,4,150.32,19
473,645,2024-07-25 06:05:37,266,5,312.86,26
474,827,2024-11-02 11:55:17,500,2,362.38,11
475,414,2024-08-04 04:17:14,361,2,139.3,1
476,635,2024-02-23 21:50:45,113,2,384.49,19
477,405,2024-06-14 18:36:04,478,3,49.12,29
478,610,2024-08-28 17:47:31,157,4,307.47,45
479,360,2025-08-08 14:58:59,348,4,23.53,8
480,577,2025-07-31 16:55:55,480,4,215.85,24
481,605,2023-09-11 11:58:20,76,2,391.24,15
482,796,2025-03-13 06:54:32,500,4,107.1,18
483,892,2025-04-25 09:37:02,71,1,78.62,14
484,344,2023-12-08 21:10:40,423,5,219.91,20
485,440,2024-03-20 00:37:48,159,5,426.86,15
486,894,2024-01-06 14:13:12,150,1,497.87,39
487,287,2024-10-29 13:14:12,434,3,345.61,41
488,333,2024-03-10 02:31:53,64,3,165.93,33
489,742,2024-01-30 10:57:17,313,1,217.53,40
490,746,2024-06-11 15:45:08,185,4,486.14,10
491,1,2024-07-13 00:22:34,415,2,48.66,50
492,669,2024-01-07 19:30:39,268,4,95.55,30
493,674,2023-12-05 02:58:33,26,2,50.29,36
494,694,2023-10-14 15:53:58,124,1,341.42,15
495,480,2023-09-15 21:07:37,286,1,225.1,32
496,578,2025-04-21 06:44:40,116,3,236.4,14
497,960,2024-05-27 01:36:41,474,4,245.29,49
498,777,2024-04-13 14:28:18,166,4,234.04,31
499,499,2024-08-10 13:05:29,245,4,348.22,1
500,705,2025-03-20 14:39:26,82,3,451.06,47
501,603,2024-10-07 14:05:02,144,2,292.64,39
502,918,2024-03-10 16:35:21,292,2,131.62,34
503,615,2023-10-13 07:09:54,153,4,231.1,25
504,279,2024-01-23 16:52:56,192,4,241.78,1
505,787,2025-03-12 13:37:07,179,4,259.93,12
506,487,2024-04-13 04:50:13,462,5,236.27,10
507,502,2023-10-01 22:33:29,70,5,366.28,42
508,213,2023-11-03 00:23:06,162,3,117.48,44
509,419,2024-03-17 22:07:15,217,1,100.13,34
510,716,2023-12-31 02:08:14,234,1,86.61,42
511,581,2024-11-02 16:46:23,287,4,50.05,15
512,644,2023-09-19 21:04:52,45,4,419.81,37
513,641,2024-12-29 14:15:35,224,2,167.01,22
514,29,2024-05-05 17:08:44,338,1,10.41,48
515,461,2024-07-16 09:58:48,200,2,367.59,47
